lineup_id,participant_id,nplots,vis,rep,detected
L001,P7836,8,violin,1,yes
L001,P3361,8,violin,2,yes
L001,P5633,8,violin,3,yes
L001,P2596,8,violin,4,yes
L001,P6151,8,violin,5,no
L001,P6970,8,violin,6,no
L001,P18597,8,violin,7,no
L001,P12571,8,violin,8,yes
L001,P14496,8,violin,9,yes
L001,P15214,8,violin,10,no
L001,P2924,8,violin,11,yes
L001,P20877,8,violin,12,no
L001,P3863,8,violin,13,yes
L001,P19292,8,violin,14,yes
L001,P17273,8,violin,15,no
L001,P3197,8,violin,16,yes
L001,P9386,8,violin,17,no
L001,P14663,8,violin,18,no
L001,P4876,8,violin,19,no
L001,P8760,8,violin,20,no
L001,P10510,8,violin,21,no
L001,P14702,8,violin,22,yes
L001,P1792,8,violin,23,no
L001,P4922,8,violin,24,yes
L001,P15921,8,violin,25,yes
L001,P10223,8,violin,26,yes
L001,P18795,8,violin,27,yes
L001,P9524,8,violin,28,yes
L001,P9467,8,violin,29,no
L001,P4782,8,violin,30,no
L001,P14767,8,violin,31,no
L001,P9398,8,violin,32,yes
L001,P12712,8,violin,33,no
L001,P13386,8,violin,34,no
L001,P215,8,violin,35,yes
L001,P4996,8,violin,36,no
L001,P9893,8,violin,37,no
L001,P7207,8,violin,38,yes
L001,P18325,8,violin,39,yes
L001,P6507,8,violin,40,no
L001,P20101,8,violin,41,yes
L001,P3824,8,violin,42,no
L001,P2565,8,violin,43,yes
L001,P18904,8,violin,44,yes
L001,P2857,8,violin,45,yes
L001,P12624,8,violin,46,yes
L001,P2359,8,violin,47,no
L001,P6021,8,violin,48,yes
L001,P304,8,violin,49,yes
L001,P1364,8,violin,50,no
L001,P11249,8,violin,51,no
L001,P4432,8,violin,52,no
L001,P12795,8,violin,53,yes
L001,P3830,8,violin,54,yes
L001,P10185,8,violin,55,yes
L001,P15093,8,violin,56,yes
L001,P5889,8,violin,57,no
L001,P21344,8,violin,58,no
L001,P15780,8,violin,59,yes
L001,P16230,8,violin,60,no
L001,P14577,8,violin,61,yes
L001,P10470,8,violin,62,yes
L001,P19858,8,violin,63,yes
L001,P8910,8,violin,64,yes
L001,P3027,8,violin,65,no
L001,P10380,8,violin,66,no
L001,P12570,8,violin,67,yes
L001,P12647,8,violin,68,no
L001,P15719,8,violin,69,no
L001,P11870,8,violin,70,no
L001,P16793,8,violin,71,no
L001,P17092,8,violin,72,yes
L001,P541,8,violin,73,no
L001,P3229,8,violin,74,no
L001,P9197,8,violin,75,no
L001,P3019,8,violin,76,yes
L001,P14759,8,violin,77,yes
L001,P7033,8,violin,78,no
L001,P2951,8,violin,79,yes
L001,P14742,8,violin,80,no
L001,P17197,8,violin,81,no
L001,P12875,8,violin,82,no
L001,P3179,8,violin,83,no
L001,P11904,8,violin,84,no
L001,P20699,8,violin,85,no
L001,P10198,8,violin,86,yes
L001,P13057,8,violin,87,yes
L001,P21179,8,violin,88,yes
L001,P2193,8,violin,89,yes
L001,P4666,8,violin,90,no
L001,P2819,8,violin,91,yes
L001,P6121,8,violin,92,no
L001,P21071,8,violin,93,yes
L001,P10477,8,violin,94,yes
L001,P6046,8,violin,95,yes
L001,P416,8,violin,96,yes
L001,P3959,8,violin,97,no
L001,P2032,8,violin,98,yes
L001,P17327,8,violin,99,no
L001,P13510,8,violin,100,yes
L001,P7778,8,violin,101,yes
L001,P3344,8,violin,102,yes
L001,P8476,8,violin,103,yes
L001,P10859,8,violin,104,no
L001,P9744,8,violin,105,no
L001,P17846,8,violin,106,no
L001,P10867,8,violin,107,yes
L001,P15277,8,violin,108,no
L001,P13226,8,violin,109,yes
L001,P5925,8,violin,110,no
L001,P18639,8,violin,111,yes
L001,P1460,8,violin,112,no
L001,P2506,8,violin,113,yes
L001,P2775,8,violin,114,yes
L001,P19073,8,violin,115,yes
L001,P9239,8,violin,116,yes
L001,P18147,8,violin,117,no
L001,P1771,8,violin,118,yes
L001,P18353,8,violin,119,no
L001,P9353,8,violin,120,yes
L002,P17316,8,boxplot,1,no
L002,P10211,8,boxplot,2,no
L002,P3801,8,boxplot,3,no
L002,P11451,8,boxplot,4,no
L002,P10040,8,boxplot,5,yes
L002,P10467,8,boxplot,6,no
L002,P3766,8,boxplot,7,yes
L002,P5883,8,boxplot,8,no
L002,P20950,8,boxplot,9,no
L002,P13618,8,boxplot,10,yes
L002,P11909,8,boxplot,11,no
L002,P10540,8,boxplot,12,no
L002,P2423,8,boxplot,13,yes
L002,P7427,8,boxplot,14,yes
L002,P4247,8,boxplot,15,no
L002,P13513,8,boxplot,16,no
L002,P16809,8,boxplot,17,no
L002,P5622,8,boxplot,18,yes
L002,P19139,8,boxplot,19,no
L002,P16942,8,boxplot,20,yes
L002,P8547,8,boxplot,21,no
